transaction_id,amount,transaction_type,channel,time_of_day_hour,account_age_days,daily_transaction_count,failed_login_attempts,distance_from_home_km,is_foreign_transaction,is_fraud
TXN-12585,114.03,Cash_Out,Web_Browser,10,93,4,0,22.3,0,0
TXN-12586,21.05,Payment,Mobile_App,9,317,3,0,33.2,0,0
TXN-12587,33.15,Cash_Out,Web_Browser,17,246,5,0,6.3,0,0
TXN-12588,65.46,Payment,Web_Browser,20,136,4,0,4.8,0,0
TXN-12589,50.85,Debit,Mobile_App,16,308,3,0,2.5,0,0
TXN-12590,71.72,Debit,Mobile_App,19,95,5,0,39.9,0,0
TXN-12591,64.42,Debit,POS_Terminal,15,476,3,0,2.9,0,0
TXN-12592,33.24,Cash_Out,Web_Browser,11,79,3,0,1.9,0,0
TXN-12593,42.99,Transfer,POS_Terminal,12,52,5,0,3.2,1,0
TXN-12594,25.87,Payment,Mobile_App,6,458,3,0,22.1,0,0
TXN-12595,860.21,Debit,ATM,3,370,4,1,249.0,0,0
TXN-12596,76.69,Payment,Mobile_App,16,61,8,0,25.0,0,0
TXN-12597,316.13,Transfer,Mobile_App,12,38,2,0,12.4,0,0
TXN-12598,19.29,Payment,ATM,14,547,3,0,76.5,0,0
TXN-12599,49.98,Payment,Mobile_App,14,450,2,0,1.1,1,0
TXN-12600,34.95,Cash_Out,Web_Browser,10,119,1,0,1471.7,0,0
TXN-12601,81.12,Payment,Mobile_App,13,323,3,0,8.4,0,0
TXN-12602,66.96,Debit,Web_Browser,13,40,3,0,9.1,0,0
TXN-12603,17.52,Payment,ATM,11,213,4,0,2.0,0,0
TXN-12604,87.87,Payment,Mobile_App,18,6,2,0,0.5,0,0
TXN-12605,71.35,Transfer,Web_Browser,12,150,2,1,5.7,0,0
TXN-12606,73.3,Payment,Mobile_App,14,24,8,2,2.9,0,0
TXN-12607,172.83,Payment,Web_Browser,19,194,6,0,9.9,0,0
TXN-12608,140.86,Debit,Mobile_App,18,165,5,0,2.4,0,0
TXN-12609,277.32,Payment,Mobile_App,19,177,5,0,2.2,0,0
TXN-12610,76.63,Debit,Mobile_App,10,14,1,0,31.4,0,0
TXN-12611,136.17,Payment,Mobile_App,3,135,4,0,38.1,0,0
TXN-12612,45.14,Payment,ATM,10,424,6,0,50.0,0,0
TXN-12613,66.16,Debit,Mobile_App,10,139,2,1,17.1,0,0
TXN-12614,97.61,Payment,Mobile_App,19,377,4,2,22.1,0,0
TXN-12615,33.31,Payment,Mobile_App,15,139,4,0,27.1,0,0
TXN-12616,58.07,Transfer,Mobile_App,6,166,2,2,16.1,0,0
TXN-12617,15.16,Payment,Web_Browser,7,249,1,0,6.0,0,0
TXN-12618,187.53,Debit,ATM,8,903,3,0,501.5,0,0
TXN-12619,193.06,Payment,Mobile_App,15,35,3,0,4.1,0,0
TXN-12620,7791.92,Debit,POS_Terminal,16,11,1,0,27.5,0,1
TXN-12621,173.77,Purchase,Web_Browser,18,281,2,2,17.9,0,0
TXN-12622,143.74,Transfer,Mobile_App,20,894,3,0,9.1,0,1
TXN-12623,75.18,Purchase,Web_Browser,9,1374,5,0,0.4,0,0
TXN-12624,75.37,Transfer,Web_Browser,10,199,3,0,4.6,0,0
TXN-12625,96.79,Purchase,Web_Browser,9,190,5,2,19.6,0,0
TXN-12626,7372.79,Payment,POS_Terminal,11,311,2,2,10.8,0,1
TXN-12627,546.79,Cash_Out,Mobile_App,20,244,4,0,8.6,0,1
TXN-12628,6.24,Transfer,ATM,14,302,1,0,2191.1,0,0
TXN-12629,12.65,Transfer,POS_Terminal,16,622,6,1,14.0,0,0
TXN-12630,5070.19,Cash_Out,Mobile_App,13,412,3,0,50.9,1,1
TXN-12631,3556.33,Debit,Web_Browser,3,207,2,2,2460.7,0,1
TXN-12632,300.1,Payment,Mobile_App,5,186,3,1,0.5,0,0
TXN-12633,60.61,Payment,ATM,13,307,3,0,9.8,0,0
TXN-12634,21.69,Debit,Web_Browser,16,183,3,0,6.0,0,0
TXN-12635,58.28,Cash_Out,Mobile_App,9,184,1,0,10.7,0,1
TXN-12636,128.02,Purchase,Mobile_App,16,5,5,0,14.0,0,0
TXN-12637,27.25,Debit,Web_Browser,18,58,4,0,3.3,0,0
TXN-12638,18.79,Purchase,Mobile_App,12,202,2,2,22.8,0,0
TXN-12639,7542.6,Debit,Mobile_App,17,519,3,2,9.7,0,1
TXN-12640,26.52,Payment,Mobile_App,12,99,4,0,72.4,0,0
TXN-12641,45.88,Payment,Mobile_App,16,222,4,0,0.4,0,0
TXN-12642,29.44,Debit,Mobile_App,17,127,1,0,3.2,0,0
TXN-12643,97.76,Cash_Out,Mobile_App,23,34,3,1,17.5,0,1
TXN-12644,34.82,Payment,Mobile_App,11,954,5,0,17.8,0,0
TXN-12645,2852.67,Transfer,Web_Browser,12,579,2,2,13.1,0,1
TXN-12646,7076.88,Purchase,Web_Browser,8,25,1,0,1340.5,0,1
TXN-12647,17.99,Transfer,Mobile_App,9,382,1,0,1234.3,0,0
TXN-12648,22.07,Transfer,Mobile_App,16,129,5,0,8.1,0,0
TXN-12649,76.61,Transfer,Web_Browser,20,1500,2,0,36.2,0,0
TXN-12650,22.76,Payment,Mobile_App,12,109,2,0,11.6,1,0
TXN-12651,200.52,Transfer,Mobile_App,8,82,5,1,1000.6,0,1
TXN-12652,19.04,Transfer,Mobile_App,10,252,2,0,19.0,0,0
TXN-12653,48.45,Payment,POS_Terminal,12,541,2,1,14.5,0,0
TXN-12654,22.92,Debit,POS_Terminal,10,65,4,0,5.5,0,0
TXN-12655,235.76,Transfer,POS_Terminal,9,371,3,0,5.3,0,0
TXN-12656,4615.85,Debit,Web_Browser,16,20,4,0,1667.5,1,1
TXN-12657,371.56,Purchase,Web_Browser,0,754,3,0,1.1,0,0
TXN-12658,59.34,Payment,Mobile_App,13,26,2,1,42.9,0,0
TXN-12659,45.4,Cash_Out,Web_Browser,17,737,3,0,3.0,0,0
TXN-12660,6.78,Transfer,Mobile_App,10,203,4,0,3.2,0,0
TXN-12661,288.87,Purchase,Web_Browser,14,179,4,1,15.6,0,0
TXN-12662,90.73,Payment,POS_Terminal,15,1088,5,4,19.3,0,0
TXN-12663,16.13,Cash_Out,Web_Browser,15,1394,3,0,20.0,1,0
TXN-12664,32.42,Cash_Out,Mobile_App,12,316,4,0,7.1,0,0
TXN-12665,10.44,Payment,Mobile_App,11,41,4,0,31.0,0,0
TXN-12666,25.08,Payment,Web_Browser,18,212,5,0,11.8,1,0
TXN-12667,48.7,Cash_Out,Web_Browser,17,226,3,0,8.7,0,0
TXN-12668,280.57,Debit,POS_Terminal,10,217,2,1,24.9,0,0
TXN-12669,659.66,Payment,Mobile_App,7,253,4,0,4.2,0,0
TXN-12670,93.05,Cash_Out,POS_Terminal,6,6,2,0,29.5,0,0
TXN-12671,11.51,Transfer,Web_Browser,6,373,1,0,11.6,0,0
TXN-12672,560.81,Debit,POS_Terminal,14,374,2,1,34.5,0,0
TXN-12673,7587.15,Payment,Web_Browser,5,37,2,0,3.4,1,1
TXN-12674,128.88,Purchase,Web_Browser,11,254,5,0,41.2,0,0
TXN-12675,58.31,Payment,Web_Browser,17,253,4,0,17.5,0,0
TXN-12676,187.34,Transfer,Web_Browser,10,345,1,0,14.4,0,0
TXN-12677,25.65,Payment,ATM,17,27,4,0,8.2,0,0
TXN-12678,153.67,Payment,Mobile_App,17,296,1,0,47.0,0,0
TXN-12679,233.04,Transfer,Mobile_App,9,99,3,0,8.8,0,0
TXN-12680,6294.66,Payment,ATM,16,213,1,0,1598.5,0,1
TXN-12681,55.32,Debit,Web_Browser,17,446,2,0,989.8,0,0
TXN-12682,151.48,Payment,Web_Browser,12,367,5,2,5.0,1,0
TXN-12683,208.96,Transfer,Mobile_App,9,38,3,0,5.2,0,0
TXN-12684,34.27,Payment,Mobile_App,13,269,3,1,22.4,0,0
TXN-12685,28.94,Payment,POS_Terminal,20,1044,7,0,2.1,0,0
TXN-12686,28.65,Payment,Web_Browser,15,52,5,0,26.0,0,0
TXN-12687,5.77,Transfer,Mobile_App,8,576,3,0,14.7,0,0
TXN-12688,138.84,Transfer,Mobile_App,16,364,3,0,11.6,0,0
TXN-12689,54.25,Transfer,POS_Terminal,12,447,3,0,3.9,0,0
TXN-12690,41.09,Transfer,Mobile_App,14,100,6,0,23.2,0,0
TXN-12691,3606.81,Cash_Out,POS_Terminal,16,102,4,4,24.5,1,1
TXN-12692,84.58,Payment,Mobile_App,13,710,2,0,989.3,0,0
TXN-12693,6150.67,Transfer,Web_Browser,18,134,4,0,1683.0,0,1
TXN-12694,133.96,Purchase,ATM,16,20,2,0,4.2,0,0
TXN-12695,37.43,Transfer,Web_Browser,15,276,4,0,21.1,0,0
TXN-12696,17.33,Cash_Out,Mobile_App,8,40,4,0,15.3,0,0
TXN-12697,99.98,Payment,Web_Browser,18,478,2,0,1475.5,0,0
TXN-12698,22.89,Debit,Mobile_App,20,308,1,0,23.7,0,0
TXN-12699,50.87,Debit,Mobile_App,7,624,3,2,32.1,1,1
TXN-12700,139.1,Transfer,ATM,13,461,5,0,0.9,0,0
TXN-12701,57.31,Purchase,POS_Terminal,10,36,3,0,22.2,0,0
TXN-12702,60.84,Payment,Web_Browser,17,144,5,0,28.7,0,0
TXN-12703,35.21,Payment,Mobile_App,16,447,3,0,71.5,0,0
TXN-12704,64.6,Debit,Mobile_App,7,163,1,1,4.1,0,0
TXN-12705,29.26,Debit,Mobile_App,19,1077,3,3,7.0,0,0
TXN-12706,92.5,Payment,Web_Browser,8,400,4,0,50.8,1,0
TXN-12707,5900.48,Payment,POS_Terminal,17,5,5,0,1.5,0,1
TXN-12708,45.22,Payment,Web_Browser,12,637,2,0,11.1,0,0
TXN-12709,19.95,Payment,POS_Terminal,11,32,1,2,10.6,0,0
TXN-12710,91.59,Debit,Mobile_App,8,46,2,0,14.0,0,0
TXN-12711,31.71,Transfer,Mobile_App,8,398,3,0,6.0,0,0
TXN-12712,18.29,Payment,Mobile_App,15,601,1,0,39.0,0,0
TXN-12713,5210.26,Transfer,Mobile_App,14,231,2,0,4.7,0,1
TXN-12714,123.28,Payment,Mobile_App,7,103,6,0,15.7,0,0
TXN-12715,97.51,Payment,ATM,7,130,3,0,10.3,0,0
TXN-12716,4485.34,Cash_Out,Mobile_App,6,126,3,0,4.7,0,1
TXN-12717,27.27,Purchase,ATM,17,119,1,0,3.1,1,0
TXN-12718,230.11,Debit,Mobile_App,16,84,7,0,47.0,0,0
TXN-12719,191.64,Payment,ATM,5,282,2,0,12.4,0,0
TXN-12720,15.59,Purchase,Web_Browser,14,692,3,1,13.9,0,0
TXN-12721,134.08,Debit,ATM,6,111,3,0,22.9,0,0
TXN-12722,12.96,Debit,Mobile_App,19,62,2,0,1.3,0,0
TXN-12723,23.65,Transfer,Web_Browser,19,548,4,0,1852.7,0,0
TXN-12724,18.71,Transfer,ATM,16,407,5,0,2.7,0,0
TXN-12725,114.21,Payment,Mobile_App,20,802,6,0,20.2,0,0
TXN-12726,56.45,Payment,Mobile_App,18,55,7,0,2.3,0,0
TXN-12727,90.65,Payment,Mobile_App,18,47,7,0,26.8,0,0
TXN-12728,7.69,Payment,ATM,14,234,4,0,17.1,0,0
TXN-12729,7625.69,Transfer,Web_Browser,10,286,5,0,7.3,0,1
TXN-12730,280.31,Debit,Web_Browser,9,197,4,2,6.7,1,0
TXN-12731,69.45,Transfer,Mobile_App,11,275,2,4,2.4,0,0
TXN-12732,398.02,Payment,Mobile_App,15,60,2,0,35.2,0,0
TXN-12733,130.42,Purchase,POS_Terminal,8,196,4,0,1.9,0,0
TXN-12734,332.59,Purchase,Mobile_App,10,322,7,1,9.6,0,0
TXN-12735,43.38,Debit,Web_Browser,13,171,6,1,4.0,0,0
TXN-12736,75.24,Purchase,ATM,9,342,3,1,2365.2,0,0
TXN-12737,27.71,Transfer,Mobile_App,14,181,2,0,13.2,0,0
TXN-12738,12.79,Purchase,Web_Browser,20,122,7,0,2.4,0,0
TXN-12739,24.22,Payment,Mobile_App,17,109,1,0,16.5,0,0
TXN-12740,72.58,Transfer,Web_Browser,15,159,5,1,71.7,0,0
TXN-12741,15.49,Payment,Mobile_App,14,8,3,1,13.9,0,0
TXN-12742,61.17,Payment,Web_Browser,13,332,4,0,9.2,0,0
TXN-12743,6.2,Payment,Mobile_App,8,560,6,0,5.2,0,0
TXN-12744,39.23,Cash_Out,Mobile_App,19,132,3,0,1.4,0,0
TXN-12745,70.84,Debit,Web_Browser,9,15,2,0,3.9,0,0
TXN-12746,26.98,Cash_Out,Mobile_App,6,1298,2,0,12.1,0,0
TXN-12747,39.91,Payment,Web_Browser,17,92,7,0,21.0,0,0
TXN-12748,53.53,Debit,Mobile_App,8,41,4,0,31.5,0,0
TXN-12749,37.0,Cash_Out,Web_Browser,11,139,3,0,23.7,0,0
TXN-12750,7261.07,Transfer,Mobile_App,2,403,3,0,2.0,0,1
TXN-12751,10.07,Cash_Out,Web_Browser,7,105,2,0,22.3,0,0
TXN-12752,16.67,Payment,Mobile_App,8,257,4,0,13.1,0,0
TXN-12753,3635.24,Payment,Mobile_App,5,162,7,0,9.5,0,1
TXN-12754,44.17,Purchase,Mobile_App,15,38,4,0,1993.1,0,0
TXN-12755,332.8,Payment,Web_Browser,18,121,3,0,0.1,0,0
TXN-12756,97.43,Transfer,Mobile_App,11,388,4,0,900.0,0,0
TXN-12757,9.82,Purchase,POS_Terminal,19,285,2,0,11.2,1,0
TXN-12758,67.27,Debit,POS_Terminal,9,39,4,0,2.9,0,0
TXN-12759,31.46,Payment,Mobile_App,11,54,3,0,11.8,0,0
TXN-12760,34.65,Payment,Web_Browser,8,308,2,0,6.6,0,0
TXN-12761,26.36,Payment,Mobile_App,15,504,5,0,35.7,0,0
TXN-12762,41.26,Cash_Out,Mobile_App,12,129,5,0,44.8,0,0
TXN-12763,9.14,Transfer,Web_Browser,15,272,7,1,1946.0,0,0
TXN-12764,48.32,Payment,Web_Browser,17,57,3,1,34.4,0,0
TXN-12765,74.85,Purchase,Web_Browser,14,112,4,0,63.9,0,0
TXN-12766,24.48,Transfer,Mobile_App,15,7,2,0,18.4,1,0
TXN-12767,32.15,Payment,Mobile_App,20,439,4,0,48.5,0,0
TXN-12768,7148.09,Transfer,Mobile_App,10,154,8,0,15.4,0,1
TXN-12769,36.38,Cash_Out,Web_Browser,11,509,4,0,24.8,0,0
TXN-12770,59.7,Payment,Web_Browser,16,370,5,0,2.1,0,0
TXN-12771,45.18,Payment,Web_Browser,15,530,7,0,17.2,1,0
TXN-12772,105.01,Debit,Mobile_App,8,101,4,0,40.1,0,0
TXN-12773,6517.14,Transfer,Mobile_App,11,62,3,1,11.6,0,1
TXN-12774,30.25,Transfer,Mobile_App,13,1072,3,0,3.1,0,0
TXN-12775,4068.6,Transfer,Mobile_App,12,380,2,1,11.2,0,1
TXN-12776,18.1,Payment,Mobile_App,8,539,2,0,18.4,0,0
TXN-12777,33.69,Payment,POS_Terminal,20,4,4,0,22.0,0,1
TXN-12778,57.49,Transfer,POS_Terminal,17,132,1,0,11.1,0,0
TXN-12779,116.01,Payment,Web_Browser,13,408,4,0,3.7,0,0
TXN-12780,49.46,Payment,Mobile_App,16,25,3,0,39.2,0,0
TXN-12781,74.29,Debit,Mobile_App,19,252,2,0,22.3,0,0
TXN-12782,14.33,Purchase,POS_Terminal,7,169,6,0,4.7,1,0
TXN-12783,69.67,Debit,Mobile_App,9,6,4,1,25.1,0,0
TXN-12784,22.89,Purchase,ATM,13,81,4,0,6.4,0,0
TXN-12785,262.29,Payment,Mobile_App,17,101,6,0,5.6,0,0
TXN-12786,335.21,Purchase,Mobile_App,3,36,2,2,29.8,0,1
TXN-12787,255.31,Payment,ATM,22,300,7,0,31.0,0,0
TXN-12788,21.74,Purchase,Mobile_App,12,84,4,0,7.6,0,0
TXN-12789,105.26,Purchase,Web_Browser,11,98,1,0,0.1,0,0
TXN-12790,5.0,Debit,Web_Browser,10,686,5,0,3.1,0,0
TXN-12791,159.21,Purchase,Mobile_App,8,189,4,0,36.0,0,0
TXN-12792,52.68,Cash_Out,Mobile_App,17,150,3,0,34.4,0,0
TXN-12793,8.82,Payment,Web_Browser,21,387,1,0,9.1,0,0
TXN-12794,99.6,Transfer,Web_Browser,12,722,5,0,5.4,0,0
TXN-12795,38.63,Cash_Out,Mobile_App,21,8,6,0,5.4,0,1
TXN-12796,38.47,Payment,ATM,18,179,5,0,34.1,0,0
TXN-12797,92.47,Cash_Out,Mobile_App,13,284,2,0,5.9,0,0
TXN-12798,148.09,Purchase,Mobile_App,15,116,3,0,10.7,0,0
TXN-12799,71.3,Payment,Mobile_App,12,445,4,0,19.7,0,0
TXN-12800,5.48,Debit,Mobile_App,14,1068,3,0,3.5,0,0
TXN-12801,71.14,Purchase,Mobile_App,5,862,4,0,4.4,0,0
TXN-12802,19.33,Purchase,ATM,16,93,3,1,6.6,0,0
TXN-12803,88.06,Purchase,Mobile_App,5,77,4,0,15.9,0,1
TXN-12804,75.29,Transfer,Mobile_App,18,948,1,0,25.5,0,1
TXN-12805,39.38,Purchase,Mobile_App,18,185,3,2,11.9,0,0
TXN-12806,47.02,Debit,Web_Browser,9,71,5,2,2.1,0,0
TXN-12807,8.53,Payment,POS_Terminal,10,369,3,0,8.9,0,0
TXN-12808,256.41,Transfer,Mobile_App,13,101,2,2,2.0,0,0
TXN-12809,70.25,Debit,Mobile_App,14,94,6,0,1.4,0,0
TXN-12810,65.26,Payment,Mobile_App,10,635,1,0,13.4,0,0
TXN-12811,68.38,Cash_Out,Mobile_App,14,54,3,0,46.9,0,0
TXN-12812,8.3,Cash_Out,Mobile_App,10,20,2,0,27.3,0,1
TXN-12813,133.87,Payment,Mobile_App,5,95,3,0,22.3,0,0
TXN-12814,5544.07,Cash_Out,Mobile_App,0,281,2,0,19.5,0,1
TXN-12815,56.13,Debit,Web_Browser,7,40,1,1,34.1,0,0
TXN-12816,27.38,Transfer,Mobile_App,17,192,2,0,21.0,0,0
TXN-12817,14.65,Payment,ATM,21,297,4,0,14.8,0,0
TXN-12818,28.94,Payment,ATM,12,567,2,0,6.8,0,0
TXN-12819,41.16,Transfer,Web_Browser,13,79,3,2,1.6,0,0
TXN-12820,49.14,Purchase,Mobile_App,8,511,3,1,9.3,1,0
TXN-12821,30.07,Payment,Mobile_App,14,81,3,0,38.8,0,0
TXN-12822,44.72,Cash_Out,Mobile_App,8,339,6,1,13.1,0,0
TXN-12823,36.71,Payment,Web_Browser,15,169,1,0,3.1,0,0
TXN-12824,12.61,Payment,Mobile_App,20,37,5,1,15.7,0,0
TXN-12825,48.08,Debit,POS_Terminal,8,376,2,0,1235.1,0,0
TXN-12826,48.06,Debit,ATM,17,74,5,0,40.2,0,0
TXN-12827,24.76,Payment,Mobile_App,2,59,3,0,2.6,0,0
TXN-12828,125.91,Transfer,Web_Browser,11,134,3,2,18.7,0,0
TXN-12829,49.23,Payment,Mobile_App,7,318,6,3,17.2,0,0
TXN-12830,73.33,Transfer,Mobile_App,11,80,3,0,61.6,0,0
TXN-12831,21.01,Cash_Out,Mobile_App,8,61,3,0,12.5,0,0
TXN-12832,25.36,Payment,Mobile_App,11,4,2,0,30.8,0,0
TXN-12833,37.82,Payment,POS_Terminal,12,192,5,0,0.4,0,0
TXN-12834,14.85,Transfer,Mobile_App,10,168,2,0,2.0,0,0
TXN-12835,7.92,Purchase,Mobile_App,15,80,3,0,6.4,1,0
TXN-12836,195.78,Purchase,Web_Browser,20,17,5,0,14.5,0,0
TXN-12837,28.34,Payment,Web_Browser,12,169,8,3,8.9,0,0
TXN-12838,43.76,Debit,Mobile_App,8,466,4,0,3.4,0,0
TXN-12839,67.6,Transfer,POS_Terminal,10,377,7,1,13.3,0,1
TXN-12840,41.05,Transfer,Web_Browser,18,592,2,0,12.5,0,0
TXN-12841,16.4,Debit,Mobile_App,14,3,3,0,11.1,0,0
TXN-12842,144.12,Purchase,Mobile_App,12,1019,4,0,1988.6,0,0
TXN-12843,31.62,Purchase,Mobile_App,8,126,2,4,39.3,0,1
TXN-12844,96.5,Cash_Out,POS_Terminal,12,1394,4,0,2239.1,0,0
TXN-12845,220.12,Transfer,Web_Browser,10,88,1,0,4.6,0,0
TXN-12846,14.69,Debit,POS_Terminal,20,192,1,0,17.4,0,0
TXN-12847,122.13,Payment,Mobile_App,19,132,3,0,5.7,0,0
TXN-12848,60.22,Cash_Out,Mobile_App,6,132,3,0,10.6,0,0
TXN-12849,21.93,Transfer,Mobile_App,13,555,3,0,6.3,0,0
TXN-12850,83.41,Cash_Out,Mobile_App,9,412,4,0,31.9,0,0
TXN-12851,60.58,Payment,Web_Browser,12,1455,3,0,76.7,0,0
TXN-12852,29.61,Payment,POS_Terminal,19,286,3,0,2.6,0,0
TXN-12853,366.31,Purchase,Mobile_App,13,187,4,2,0.4,0,1
TXN-12854,80.03,Payment,Mobile_App,11,29,2,0,3.7,0,0
TXN-12855,18.29,Transfer,Mobile_App,9,1500,3,1,774.9,0,1
TXN-12856,75.9,Payment,Mobile_App,17,241,3,0,2.9,0,0
TXN-12857,45.5,Payment,Mobile_App,15,362,4,0,25.0,0,0
TXN-12858,17.58,Payment,Mobile_App,13,157,3,0,7.9,0,0
TXN-12859,43.23,Payment,Mobile_App,9,239,4,0,14.1,0,0
TXN-12860,80.43,Purchase,Mobile_App,11,858,5,2,9.1,0,0
TXN-12861,21.59,Payment,Mobile_App,21,55,6,2,35.0,0,0
TXN-12862,13.49,Purchase,Mobile_App,13,104,1,0,0.5,0,0
TXN-12863,13.8,Cash_Out,Web_Browser,12,50,2,0,19.6,0,0
TXN-12864,14.52,Transfer,Mobile_App,13,472,4,0,15.8,0,0
TXN-12865,93.15,Cash_Out,ATM,17,20,4,0,15.7,0,0
TXN-12866,82.15,Transfer,Mobile_App,11,26,3,0,8.0,0,0
TXN-12867,21.73,Debit,Mobile_App,8,107,2,0,0.2,0,0
TXN-12868,44.0,Payment,Mobile_App,14,217,6,0,17.5,1,0
TXN-12869,14.7,Transfer,Mobile_App,15,157,1,0,26.5,0,0
TXN-12870,28.56,Purchase,POS_Terminal,16,14,1,0,1.3,0,0
TXN-12871,28.12,Purchase,Mobile_App,19,948,2,0,8.7,0,0
TXN-12872,73.63,Purchase,ATM,11,917,3,0,2.7,0,0
TXN-12873,177.32,Transfer,POS_Terminal,6,99,3,0,748.9,0,0
TXN-12874,8332.64,Debit,Web_Browser,21,395,7,0,23.1,1,1
TXN-12875,23.84,Transfer,Web_Browser,12,260,3,0,16.5,0,0
TXN-12876,71.74,Transfer,Web_Browser,15,82,4,0,5.7,0,0
TXN-12877,12.94,Payment,Mobile_App,15,92,2,0,2.3,0,0
TXN-12878,21.87,Cash_Out,Web_Browser,14,203,2,0,23.7,0,0
TXN-12879,128.57,Payment,Mobile_App,9,164,2,0,5.9,0,0
TXN-12880,185.57,Payment,Mobile_App,17,104,3,1,0.3,0,0
TXN-12881,21.52,Purchase,Mobile_App,17,495,2,0,1195.0,0,0
TXN-12882,23.89,Payment,Web_Browser,14,198,4,1,318.5,0,0
TXN-12883,106.7,Payment,POS_Terminal,13,320,3,0,27.6,0,0
TXN-12884,142.37,Payment,Mobile_App,7,63,6,0,2.3,0,0
TXN-12885,40.24,Purchase,POS_Terminal,6,229,4,0,8.6,0,0
TXN-12886,26.93,Transfer,Mobile_App,11,115,6,0,4.4,0,0
TXN-12887,90.29,Transfer,Mobile_App,10,225,2,0,17.5,0,0
TXN-12888,75.01,Debit,Mobile_App,21,456,4,0,11.9,0,0
TXN-12889,50.58,Debit,Mobile_App,17,440,2,0,1777.1,0,0
TXN-12890,329.02,Payment,Mobile_App,15,132,3,0,9.2,0,0
TXN-12891,67.21,Cash_Out,Web_Browser,13,356,3,1,0.1,0,0
TXN-12892,16.81,Debit,POS_Terminal,8,851,1,1,3.6,0,0
TXN-12893,79.87,Cash_Out,Mobile_App,21,295,3,0,106.2,0,0
TXN-12894,26.46,Payment,Mobile_App,11,49,2,0,7.8,0,0
TXN-12895,44.34,Purchase,POS_Terminal,7,342,2,0,14.5,0,0
TXN-12896,113.04,Transfer,Web_Browser,13,34,2,0,35.3,0,0
TXN-12897,124.37,Payment,Mobile_App,19,617,4,1,0.3,0,0
TXN-12898,5.0,Transfer,Mobile_App,19,219,6,0,16.2,0,0
TXN-12899,29.72,Payment,POS_Terminal,1,146,2,3,5.1,0,0
TXN-12900,31.65,Payment,Web_Browser,19,18,4,1,4.9,0,0
TXN-12901,52.29,Debit,Mobile_App,10,144,8,0,3.8,0,0
TXN-12902,21.77,Payment,Mobile_App,4,701,4,0,26.0,0,0
TXN-12903,39.41,Transfer,POS_Terminal,18,7,2,0,7.0,0,0
TXN-12904,48.53,Transfer,Mobile_App,18,194,2,3,1.0,0,0
TXN-12905,8089.11,Payment,ATM,14,803,5,0,1924.3,0,1
TXN-12906,44.31,Purchase,Mobile_App,14,151,2,0,2.4,0,0
TXN-12907,139.19,Payment,POS_Terminal,18,168,2,0,34.4,0,0
TXN-12908,15.29,Payment,Mobile_App,17,260,3,0,8.4,0,0
TXN-12909,60.95,Payment,Mobile_App,19,187,9,2,37.2,0,1
TXN-12910,5134.67,Payment,POS_Terminal,14,56,3,1,994.5,0,1
TXN-12911,8.7,Payment,Mobile_App,21,6,3,0,27.3,0,0
TXN-12912,37.46,Debit,Web_Browser,23,283,2,0,5.1,0,0
TXN-12913,48.9,Purchase,Mobile_App,7,761,3,1,4.7,0,0
TXN-12914,186.46,Payment,Mobile_App,18,34,3,0,12.3,0,0
TXN-12915,37.09,Cash_Out,Mobile_App,13,72,4,0,8.1,0,0
TXN-12916,77.93,Debit,Web_Browser,11,139,4,0,10.7,0,0
TXN-12917,26.42,Debit,Mobile_App,15,497,8,0,0.8,0,0
TXN-12918,72.36,Transfer,Mobile_App,5,95,3,0,53.4,0,0
TXN-12919,128.66,Payment,Mobile_App,13,642,4,0,0.9,0,0
TXN-12920,10.23,Payment,Web_Browser,19,17,4,0,3.0,0,0
TXN-12921,61.76,Debit,Web_Browser,9,849,2,0,17.0,0,0
TXN-12922,91.62,Debit,Mobile_App,12,247,2,0,1270.2,0,0
TXN-12923,47.06,Payment,Mobile_App,20,323,2,0,1.7,0,0
TXN-12924,68.45,Transfer,ATM,12,138,4,0,2.5,0,0
TXN-12925,114.61,Purchase,Mobile_App,11,457,6,0,1.0,0,0
TXN-12926,13.75,Debit,POS_Terminal,12,55,6,0,4.3,0,0
TXN-12927,79.52,Purchase,POS_Terminal,13,16,3,0,4.7,0,0
TXN-12928,177.12,Debit,POS_Terminal,15,152,1,0,10.4,0,0
TXN-12929,35.21,Transfer,Mobile_App,17,577,8,0,8.7,0,0
TXN-12930,28.73,Cash_Out,POS_Terminal,12,422,3,0,9.6,0,0
TXN-12931,28.65,Cash_Out,POS_Terminal,18,219,2,0,1557.8,0,0
TXN-12932,72.85,Payment,Web_Browser,13,255,5,0,3.9,0,0
TXN-12933,224.66,Transfer,Mobile_App,11,42,3,0,369.3,0,0
TXN-12934,433.08,Debit,Mobile_App,15,552,4,0,31.7,0,0
TXN-12935,262.32,Payment,Mobile_App,16,464,2,4,15.1,0,1
TXN-12936,38.63,Debit,Web_Browser,14,321,4,0,0.9,0,1
TXN-12937,7527.11,Cash_Out,Web_Browser,5,189,2,0,48.7,0,1
TXN-12938,11.7,Purchase,Mobile_App,8,1002,6,0,17.7,0,0
TXN-12939,85.29,Payment,Mobile_App,10,634,1,1,2.5,0,0
TXN-12940,1030.62,Payment,Mobile_App,10,311,1,1,52.2,0,0
TXN-12941,67.11,Cash_Out,Web_Browser,15,140,4,0,6.8,0,0
TXN-12942,76.91,Payment,ATM,1,289,2,0,62.5,0,1
TXN-12943,52.29,Debit,Mobile_App,17,258,5,0,1.6,0,0
